id,line_id,line_price,keyvolume_final_score,keyvolume_status,direction,sweep_strength,sweep_depth,rejection_strength,index,time
1,4,0.081969375,68.35879268934298,tested,buy,52.1049409071948,0.15660200250313308,1.2451501877346758,228,2026-06-19 12:00:00
2,8,0.07110333333333332,70.54,tested,buy,64.14958599489006,0.675193178790297,0.8579802824407269,505,2026-07-01 01:00:00
3,8,0.07110333333333332,64.83651774412847,confirmed,buy,54.41380423309646,0.3476911136980908,0.6301901435778137,512,2026-07-01 08:00:00
